"","Donor","Species","Date","User","slice_type","Slice_ID","cell_name","nwb_file","pxp_file","Brain_Region","Depth_from_pia","LIMS_depth","LIMS_20x","LIMS_63x","LIMS_layer","sample_id","Experiment","protocols","Fast_blockers","puff_drug","wash_drug","bath_drug","drug","Drug_concentration","DIV","Virus","DPI","Reporter_positive","Donor_date","class_Corr","class_Tree","subclass_Tree","subclass_Corr","cluster_Tree","cluster_Corr","score.Corr","score.Tree","marker_sum_norm","percent_reads_aligned_to_introns","Genes.Detected","quality_score","cluster","cluster_score","Cortical_area","predicted_subclass","subclass_Tree.classifier"
"665","QN22.26.037","M.nemestrina",2022-12-02,"Brian","NHPculture","QN22.26.037.4A.03","QN22.26.037.4A.03.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.03.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.03.01.pxp","ITG",1313,968,"http://lims2/drawing_tool?image_series=1234036037","candidate","L3","PCS4_221202_301_A01","Patch-seq","extended FI",NA,NA,NA,NA,NA,"NULL","0","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.756102946751229,0.9,1.03760631885928,51.46470503657,9421,0.698190405838739,"L2/3_IT_1","0.90","TCx","L2/3_IT","L2/3_IT"
"668","QN22.26.037","M.nemestrina",2022-12-02,"Brian","NHPculture","QN22.26.037.4A.03","QN22.26.037.4A.03.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.03.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.03.04.pxp","ITG",2100,1828,"http://lims2/drawing_tool?image_series=1234036037","candidate","L5","PCS4_221202_302_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","uninfected",NA,"none",NA,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.718450682657901,0.77,1.01124797438716,47.6741122692229,10595,0.592730335436924,"L6_IT_1","0.77","TCx","L6_IT","L6_IT"
"674","QN23.26.001","M.nemestrina",2023-02-03,"Nikolai","NHPculture","QN23.26.001.20.CW01","QN23.26.001.20.CW01.02",NA,NA,"STG",1663,NA,NA,NA,NA,"PWS4_230203_901_A01","Patch-seq",NA,NA,NA,NA,NA,"none","NULL","1","uninfected",NA,NA,NA,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.681853858509822,0.97,1.0003453368172,52.9752834827929,8213,0.601898272480453,"L5_IT_2","0.97","TCx",NA,NA
"676","QN23.26.001","M.nemestrina",2023-02-03,"Nikolai","NHPculture","QN23.26.001.20.CW01","QN23.26.001.20.CW01.04",NA,NA,"STG",2108,NA,NA,NA,NA,"PWS4_230203_903_A01","Patch-seq",NA,NA,NA,NA,NA,"none","NULL","1","uninfected",NA,NA,NA,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.576617227502583,0.75,0.934859892577556,47.6100376827199,5843,0.509983282660577,"L6_IT_1","0.75","TCx",NA,NA
"677","QN23.26.001","M.nemestrina",2023-02-03,"Nikolai","NHPculture","QN23.26.001.20.CW01","QN23.26.001.20.CW01.05",NA,NA,"STG",1471,NA,NA,NA,NA,"PWS4_230203_904_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,NA,NA,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.613952190084096,0.64,0.948404442343653,56.0846985047162,7695,0.607761557790115,"n17","0.72","TCx",NA,NA
"695","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.01.pxp","ITG",521,NA,NA,NA,NA,"PCS4_230315_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.710626130837105,0.94,0.924200993144116,41.7011024223279,6470,0.571608501452901,"L2/3_IT_3","0.94","TCx","L2/3_IT","L2/3_IT"
"696","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.02.pxp","ITG",1001,NA,NA,NA,NA,"PCS4_230315_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.753919940545543,1,0.990317694197063,57.7999594137928,8058,0.586567038964936,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"697","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.03.pxp","ITG",975,NA,NA,NA,NA,"PCS4_230315_227_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.698468204065862,0.86,0.881951621164684,51.3164523138221,7856,0.502882625309639,"L2/3_IT_1","0.86","TCx","L2/3_IT","L2/3_IT"
"698","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.04.pxp","ITG",1014,NA,"http://lims2/drawing_tool?image_series=1257485916","defer",NA,"PCS4_230315_228_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.709922769561769,1,0.949814945481621,56.3686750197214,5844,0.575695965137897,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"700","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.06","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.06-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.06.pxp","ITG",789,NA,NA,"defer",NA,"PCS4_230315_229_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.723755312797454,0.99,0.901187876909271,56.5670084656701,7477,0.564878187749643,"L2/3_IT_3","0.99","TCx","L2/3_IT","L2/3_IT"
"701","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.07","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.07-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.07.pxp","ITG",741,NA,NA,"defer",NA,"PCS4_230315_230_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.572320923307401,0.49,0.72722727561549,49.224187435457,2452,0.434464702787813,"n2","0.70","TCx","L2/3_IT","L2/3_IT"
"703","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.09","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.09-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.09.pxp","ITG",1025,NA,NA,"defer",NA,"PCS4_230315_232_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.712803909019129,0.87,0.914850265820504,45.4828203863576,9057,0.539680771040166,"L2/3_IT_1","0.87","TCx","L2/3_IT","L2/3_IT"
"704","QN23.26.005","M.nemestrina",2023-03-15,"Cristina","NHPculture","QN23.26.005.4A.24","QN23.26.005.4A.24.10","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.10-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.24.10.pxp","ITG",910,NA,NA,"defer",NA,"PCS4_230315_233_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.608327124700596,0.97,0.768976559794598,49.5167778586684,3565,0.471755493591334,"L2/3_IT_1","0.97","TCx","L2/3_IT","L2/3_IT"
"705","QN23.26.005","M.nemestrina",2023-03-15,"ScottS","NHPculture","QN23.26.005.4A.22","QN23.26.005.4A.22.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.22.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.22.01.pxp","ITG",776,NA,"http://lims2/drawing_tool?image_series=1257485955",NA,NA,"PSS4_230315_751_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.683046437697688,0.99,0.980829837402499,45.0853217813041,9095,0.621746480554371,"L2/3_IT_1","0.99","TCx",NA,NA
"707","QN23.26.005","M.nemestrina",2023-03-17,"ScottS","NHPculture","QN23.26.005.4A.19","QN23.26.005.4A.19.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.19.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.19.02.pxp","ITG",778,NA,NA,NA,NA,"PSS4_230317_752_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","3","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.752161125953822,0.93,0.96973217753241,54.9152595522663,8180,0.679938179246348,"L2/3_IT_1","0.93","TCx",NA,NA
"712","QN23.26.005","M.nemestrina",2023-03-20,"Brian","NHPculture","QN23.26.005.4A.25","QN23.26.005.4A.21.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.21.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.21.02.pxp","ITG",1950,1476,"http://lims2/drawing_tool?image_series=1259513500","request","L5","PCS4_230320_302_A01","Patch-seq","channels","DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 5","6","uninfected",NA,"none",NA,"exc","exc","L6_CT","L6_CT","L6_CT_1","L6_CT_1",0.548936398580128,1,0.904089417666602,24.940075733552,6869,0.548375692243519,"L6_CT_1","1.00","TCx","L2/3_IT","none"
"713","QN23.26.005","M.nemestrina",2023-03-20,"Brian","NHPculture","QN23.26.005.4A.25","QN23.26.005.4A.21.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.21.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.21.03.pxp","ITG",2015,1424,"http://lims2/drawing_tool?image_series=1259513500","request","L6","PCS4_230320_303_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 5","6","uninfected",NA,"none",NA,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.663876381141296,0.89,0.833369565936857,31.3277347959089,11127,0.424685418167319,"L6_IT_1","0.89","TCx","L6_IT","L6_IT"
"714","QN23.26.005","M.nemestrina",2023-03-21,"Brian","NHPculture","QN23.26.005.4A.28","QN23.26.005.4A.28.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.28.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.005/QN23.26.005.4A.28.01.pxp","ITG",2113,NA,"none","request",NA,"PCS4_230321_301_A01","Patch-seq","channels","DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 5","6","CN2787",NA,"SYFP",NA,"exc","exc","L6b","L6b","L6b_2","L6b_2",0.657568471494136,1,0.949929542453668,43.8637820044169,8822,0.541203818968065,"L6b_2","1.00","TCx","L6b","L6b"
"716","QN23.26.008","M.nemestrina",2023-03-24,"ScottS","NHPculture","QN23.26.008.4A.06","QN23.26.008.4A.06.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.008/QN23.26.008.4A.06.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.008/QN23.26.008.4A.06.02.pxp","ITG",NA,NA,NA,NA,NA,"PSS4_230324_751_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.650880115743404,0.98,0.996650309271698,47.5695446667295,9178,0.626790073551015,"L2/3_IT_1","0.98","TCx",NA,NA
"721","QN23.26.012","M.nemestrina",2023-05-25,"Brian","NHPculture","QN23.26.012.4A.05","QN23.26.012.4A.05.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.05.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.05.02.pxp","ITG",NA,NA,"http://lims2/drawing_tool?image_series=1276332248","none",NA,"PCS4_230525_301_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 5","2","uninfected",NA,"none",NA,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.689394392589915,0.71,0.975531676229311,47.1072502859037,9138,0.637800184445218,"L5_IT_2","0.71","TCx","L5_IT","L5_IT"
"723","QN23.26.012","M.nemestrina",2023-05-25,"Brian","NHPculture","QN23.26.012.4A.05","QN23.26.012.4A.05.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.05.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.05.04.pxp","ITG",NA,NA,"http://lims2/drawing_tool?image_series=1276332248","none",NA,"PCS4_230525_302_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 5","2","uninfected",NA,"none",NA,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.716738679745397,0.82,0.883873917865947,47.0833681078967,9274,0.633101934207409,"L5_ET_2","0.82","TCx","L5_ET","L5_ET"
"724","QN23.26.012","M.nemestrina",2023-05-25,"Cristina","NHPculture","QN23.26.012.4A.07","QN23.26.012.4A.07.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.01.pxp","ITG",666,605,"http://lims2/drawing_tool?image_series=1276332286","candidate",NA,"PCS4_230525_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.653517153750492,0.94,1.00646651685916,47.8312615651576,8819,0.607131467266114,"L2/3_IT_1","0.94","TCx",NA,NA
"726","QN23.26.012","M.nemestrina",2023-05-25,"Cristina","NHPculture","QN23.26.012.4A.07","QN23.26.012.4A.07.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.03.pxp","ITG",748,NA,"http://lims2/drawing_tool?image_series=1276332286","defer",NA,"PCS4_230525_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.67364947652039,0.96,0.990905100486623,57.7145098652495,7028,0.562299239516062,"L2/3_IT_1","0.96","TCx",NA,NA
"727","QN23.26.012","M.nemestrina",2023-05-25,"Cristina","NHPculture","QN23.26.012.4A.07","QN23.26.012.4A.07.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.04.pxp","ITG",956,1107,"http://lims2/drawing_tool?image_series=1276332286","candidate",NA,"PCS4_230525_227_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.529355906001322,0.33,0.897435347528677,46.5969263931241,7595,0.511805130390684,"n1","1","TCx","L2/3_IT","L2/3_IT"
"729","QN23.26.012","M.nemestrina",2023-05-25,"Cristina","NHPculture","QN23.26.012.4A.07","QN23.26.012.4A.07.06","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.06-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.07.06.pxp","ITG",791,NA,"http://lims2/drawing_tool?image_series=1276332286","defer",NA,"PCS4_230525_229_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.641880846759973,1,0.900651362610071,40.810528875362,9303,0.600636143762359,"L2/3_IT_1","1.00","TCx",NA,NA
"734","QN23.26.012","M.nemestrina",2023-05-26,"Cristina","NHPculture","QN23.26.012.4A.08","QN23.26.012.4A.08.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.08.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.012/QN23.26.012.4A.08.04.pxp","ITG",929,NA,"http://lims2/drawing_tool?image_series=1276332324","defer",NA,"PCS4_230526_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","3","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.683263664793583,1,0.955407862531898,47.134307135788,8860,0.603454360711688,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"737","QN23.26.013","M.nemestrina",2023-05-31,"Cristina","NHPculture","QN23.26.013.4A.04","QN23.26.013.4A.04.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.013/QN23.26.013.4A.04.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.013/QN23.26.013.4A.04.01.pxp","M1-trunk",795,NA,"http://lims2/drawing_tool?image_series=1276332400","defer",NA,"PCS4_230531_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.66355771890271,0.98,0.927699223871105,53.4016853185254,7755,0.543477495778443,"L2/3_IT_1","0.98","MCx",NA,NA
"743","QN23.26.013","M.nemestrina",2023-06-01,"Cristina","NHPculture","QN23.26.013.4A.11","QN23.26.013.4A.11.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.013/QN23.26.013.4A.11.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.013/QN23.26.013.4A.11.01.pxp","M1-trunk",711,NA,"http://lims2/drawing_tool?image_series=1277609374","defer",NA,"PCS4_230601_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.648886075990363,0.9,1.06421841304403,51.9125586002052,10550,0.637105963305969,"L2/3_IT_1","0.90","MCx",NA,NA
"746","QN23.26.015","M.nemestrina",2023-06-23,"Cristina","NHPculture","QN23.26.015.4A.12","QN23.26.015.4A.12.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.015/QN23.26.015.4A.12.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.015/QN23.26.015.4A.12.02.pxp","STG",855,693,"http://lims2/drawing_tool?image_series=1282956158","defer",NA,"PKS4_230623_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L4_IT","L4_IT","L2/3_IT_2","L2/3_IT_2",0.689663997822711,0.69,0.957913190559306,58.9381519508274,5929,0.575692682090743,"n18","1.00","TCx","L4_IT","L4_IT"
"752","QN23.26.016","M.nemestrina",2023-07-26,"Cristina","NHPculture","QN23.26.016.4A.01","QN23.26.016.4A.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.01.02.pxp","ITG",651,NA,"http://lims2/drawing_tool?image_series=1288635298","defer","L3","PCS4_230726_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.643657364447217,0.97,0.960654440805798,42.7202060555706,8421,0.578449813031413,"L2/3_IT_3","0.97","TCx",NA,NA
"754","QN23.26.016","M.nemestrina",2023-07-26,"Cristina","NHPculture","QN23.26.016.4A.01","QN23.26.016.4A.01.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.01.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.01.04.pxp","ITG",751,NA,"http://lims2/drawing_tool?image_series=1288635298","defer","L3","PCS4_230726_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.709266740286089,1,0.970633971143642,53.8520329605284,7898,0.574298733411005,"L2/3_IT_3","1.00","TCx","L2/3_IT","L2/3_IT"
"757","QN23.26.016","M.nemestrina",2023-07-27,"Cristina","NHPculture","QN23.26.016.4A.04","QN23.26.016.4A.04.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.04.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.04.01.pxp","ITG",345,397,"http://lims2/drawing_tool?image_series=1290508719","defer",NA,"PCS4_230727_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.766956437321491,1,0.963736334300229,51.987482300637,7930,0.634768119860153,"L2/3_IT_3","1.00","TCx",NA,NA
"759","QN23.26.016","M.nemestrina",2023-07-27,"Cristina","NHPculture","QN23.26.016.4A.06","QN23.26.016.4A.06.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.06.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.06.01.pxp","ITG",384,375,"http://lims2/drawing_tool?image_series=1290508719","candidate","L3","PCS4_230727_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.694757583558337,0.99,0.971154537097497,54.0601841870142,6759,0.643532678728012,"L2/3_IT_3","0.99","TCx","L2/3_IT","L2/3_IT"
"762","QN23.26.016","M.nemestrina",2023-07-27,"Cristina","NHPculture","QN23.26.016.4A.06","QN23.26.016.4A.06.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.06.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2023/QN23.26.016/QN23.26.016.4A.06.04.pxp","ITG",519,NA,"http://lims2/drawing_tool?image_series=1290508719","defer","L3","PCS4_230727_227_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.705059148623733,0.72,0.983820569044886,45.7134492384737,7076,0.584131498687645,"L2/3_IT_1","0.72","TCx",NA,NA
