"","Donor","Species","Date","User","slice_type","Slice_ID","cell_name","nwb_file","pxp_file","Brain_Region","Depth_from_pia","LIMS_depth","LIMS_20x","LIMS_63x","LIMS_layer","sample_id","Experiment","protocols","Fast_blockers","puff_drug","wash_drug","bath_drug","drug","Drug_concentration","DIV","Virus","DPI","Reporter_positive","Donor_date","class_Corr","class_Tree","subclass_Tree","subclass_Corr","cluster_Tree","cluster_Corr","score.Corr","score.Tree","marker_sum_norm","percent_reads_aligned_to_introns","Genes.Detected","quality_score","cluster","cluster_score","Cortical_area","predicted_subclass","subclass_Tree.classifier"
"545","QN22.26.024","M.nemestrina",2022-07-07,"Brian","NHPculture",NA,"QN22.26.024.4A.04.01.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.024/QN22.26.024.4A.04.01.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.024/QN22.26.024.4A.04.01.03.pxp","SFG",NA,513,"http://lims2/drawing_tool?image_series=1194173439","defer","L3","PCS4_220707_303_A01","Patch-seq","puffed 500nM alpha dtx near soma","DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 2","2","CN2320",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.331891140862755,0.71,0.538559045990833,30.2335798405168,1760,0.318193342810003,"Chandelier_1","0.71","MCx",NA,NA
"546","QN22.26.024","M.nemestrina",2022-07-07,"Brian","NHPculture",NA,"QN22.26.024.4A.04.01.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.024/QN22.26.024.4A.04.01.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.024/QN22.26.024.4A.04.01.04.pxp","SFG",NA,487,"http://lims2/drawing_tool?image_series=1194173439","defer","L3","PCS4_220707_304_A01","Patch-seq","puffed 500nM alpha dtx near soma","DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 2","2","CN2320",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.348867398775736,0.5,0.458724181388361,22.0444417707876,2411,0.281174566740637,"n46","1.00","MCx",NA,NA
"548","QN22.26.024","M.nemestrina",2022-07-07,"Cristina","NHPculture","QN22.26.024.1A.01","QN22.26.024.1A.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.024/QN22.26.024.1A.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.024/QN22.26.024.1A.01.02.pxp","SFG",760,NA,"none","none",NA,"PCS4_220707_225_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 2","2","CN2320",NA,"SYFP",NA,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.587121313835252,0.95,0.830073744746868,47.4803504633271,6022,0.496474423641581,"Chandelier_1","0.95","MCx",NA,NA
"549","QN22.26.025","M.nemestrina",2022-07-13,"Cristina","NHPculture","QN22.26.025.4A.01","QN22.26.025.4A.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.01.01.pxp","M1-trunk",643,705,"http://lims2/drawing_tool?image_series=1194174943","defer","L3","PCS4_220713_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.702733996171376,0.99,0.990110220549196,46.7277593402015,8972,0.6662593291394,"L2/3_IT_1","0.99","MCx",NA,NA
"550","QN22.26.025","M.nemestrina",2022-07-13,"Cristina","NHPculture","QN22.26.025.4A.01","QN22.26.025.4A.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.01.02.pxp","M1-trunk",521,437,"http://lims2/drawing_tool?image_series=1194174943","defer","L3","PCS4_220713_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.732277732820417,1,0.964506214960588,37.6815409746544,10794,0.628533091406026,"L2/3_IT_1","1.00","MCx",NA,NA
"551","QN22.26.025","M.nemestrina",2022-07-13,"Cristina","NHPculture","QN22.26.025.4A.01","QN22.26.025.4A.01.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.01.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.01.03.pxp","M1-trunk",558,454,"http://lims2/drawing_tool?image_series=1194174943","defer","L3","PCS4_220713_227_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.694623157960125,1,0.907620702981749,54.3833196791021,6651,0.528213850711407,"L2/3_IT_1","1.00","MCx",NA,NA
"553","QN22.26.025","M.nemestrina",2022-07-14,"Cristina","NHPculture","QN22.26.025.4A.06","QN22.26.025.4A.06.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.06.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.025/QN22.26.025.4A.06.02.pxp","M1-trunk",910,794,"http://lims2/drawing_tool?image_series=1195622995","defer","L3","PCS4_220714_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","3","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.629575309092261,1,0.957516953669534,41.2493182197551,9272,0.529736934515832,"L2/3_IT_1","1.00","MCx",NA,NA
"557","QN22.26.025","M.nemestrina",2022-07-14,"Nikolai","NHPculture","QN22.26.025.1A01","QN22.26.025.1A.01.01",NA,NA,"ITG",1563,NA,"none",NA,NA,"PWS4_220714_901_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Picrotoxin","2,25,100","2","uninfected",NA,NA,NA,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.74832585609412,0.97,0.966265448733941,47.4388664861893,10767,0.678684601123321,"L5_ET_2","0.97","TCx",NA,NA
"558","QN22.26.025","M.nemestrina",2022-07-14,"Nikolai","NHPculture","QN22.26.025.1A01","QN22.26.025.1A.01.02",NA,NA,"ITG",1602,NA,"none",NA,NA,"PWS4_220714_902_A01","Patch-seq","basic props","DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Picrotoxin","2,25,100","2","uninfected",NA,NA,NA,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.715206143338361,0.95,0.925440369335528,44.3154418709755,9649,0.598448685950301,"L5_ET_2","0.95","TCx",NA,NA
"559","QN22.26.025","M.nemestrina",2022-07-14,"Nikolai","NHPculture","QN22.26.025.1A01","QN22.26.025.1A.01.03",NA,NA,"ITG",513,NA,"none",NA,NA,"PWS4_220714_903_A01","Patch-seq","basic props",NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.736024139535074,1,0.990143348137626,49.1475511947571,9101,0.61291768586095,"L2/3_IT_1","1.00","TCx",NA,NA
"560","QN22.26.026","M.nemestrina",2022-07-20,"Cristina","NHPculture","QN22.26.026.4A.01","QN22.26.026.4A.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.026/QN22.26.026.4A.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.026/QN22.26.026.4A.01.01.pxp","ITG",1208,1342,"http://lims2/drawing_tool?image_series=1195623171","defer","L4","PCS4_220720_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.744603002685563,0.97,1.00946133278547,49.5292034406867,9966,0.672532490224621,"L2/3_IT_1","0.97","TCx","L2/3_IT","L2/3_IT"
"574","QN22.26.027","M.nemestrina",2022-07-28,"Cristina","NHPculture","QN22.26.027.4A.08","QN22.26.027.4A.08.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.027/QN22.26.027.4A.08.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.027/QN22.26.027.4A.08.02.pxp","ITG",1024,924,"http://lims2/drawing_tool?image_series=1198763832","defer","L3","PCS4_220728_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","2","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.730822213765159,1,1.03533422280118,44.0393927740232,10517,0.621771392819102,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"577","QN22.26.028","M.nemestrina",2022-08-04,"Cristina","NHPculture","QN22.26.028.4A.07","QN22.26.028.4A.07.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.028/QN22.26.028.4A.07.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.028/QN22.26.028.4A.07.03.pxp","M1-trunk",863,NA,"http://lims2/drawing_tool?image_series=1200252999","defer",NA,"PCS4_220804_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.588145219548363,0.64,0.984537438622049,43.2081410927342,7403,0.553105793247247,"n15","0.99","MCx",NA,NA
"579","QN22.26.028","M.nemestrina",2022-08-04,"Nikolai","NHPculture","QN22.26.028.20.CW3","QN22.26.028.20.CW3.01",NA,NA,"M1-trunk",680,NA,NA,NA,NA,"PWS4_220804_901_A01","Patch-seq","basic props/bAPs",NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.69892652474973,0.83,0.912374017494823,45.6200647670136,8962,0.546172535968072,"L2/3_IT_1","0.83","MCx",NA,NA
"585","QN22.26.029","M.nemestrina",2022-08-16,"Brian","NHPculture","QN22.26.029.4A.03","QN22.26.029.4A.03.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.029/QN22.26.029.4A.03.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.029/QN22.26.029.4A.03.01.pxp","M1-trunk",1039,NA,NA,NA,NA,"PCS4_220816_301_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","7","CN3147",NA,NA,NA,"inh","inh","Pvalb","Pvalb","Pvalb_4","Pvalb_4",0.756571706211807,1,0.460005585024562,43.2603736406596,10362,0.441841133975511,"Pvalb_4","1.00","MCx",NA,NA
"587","QM22.26.031","M.mulatta",2022-08-29,"Cristina","NHPculture","QM22.26.031.4A.01","QM22.26.031.4A.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.01.01.pxp","M1-trunk",635,707,"http://lims2/drawing_tool?image_series=1210331305","defer","L3","PCS4_220829_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.698442643253606,0.5,0.904814079167184,45.2325199870589,8111,0.69534073005771,"n13","1.00","MCx",NA,NA
"588","QM22.26.031","M.mulatta",2022-08-29,"Cristina","NHPculture","QM22.26.031.4A.01","QM22.26.031.4A.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.01.02.pxp","M1-trunk",507,630,"http://lims2/drawing_tool?image_series=1210331305","defer","L3","PCS4_220829_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.721220226734856,1,0.973621308951213,51.5774739746259,9435,0.615723916467528,"L2/3_IT_1","1.00","MCx",NA,NA
"590","QM22.26.031","M.mulatta",2022-08-30,"Cristina","NHPculture","QM22.26.031.4A.02","QM22.26.031.4A.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.02.02.pxp","M1-trunk",651,NA,"http://lims2/drawing_tool?image_series=1210331624","defer",NA,"PCS4_220830_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.613855829160835,1,1.01888015838701,52.5110003728711,6527,0.524131223101566,"L2/3_IT_1","1.00","MCx",NA,NA
"596","QM22.26.031","M.mulatta",2022-09-02,"Cristina","NHPculture","QM22.26.031.4A.11","QM22.26.031.4A.11.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.11.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.11.01.pxp","M1-trunk",1063,NA,"none",NA,NA,"PCS4_220902_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","4","CN2787",NA,NA,NA,"exc","exc","L5_IT","L5_IT","L5_IT_1","L5_IT_1",0.6387979085689,0.65,0.934316762927013,58.1309479243929,6629,0.614143737147658,"n18","0.80","MCx",NA,NA
"598","QM22.26.031","M.mulatta",2022-09-06,"Cristina","NHPculture","QM22.26.031.4A.08","QM22.26.031.4A.08.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.08.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.08.01.pxp","M1-trunk",2420,2670,"http://lims2/drawing_tool?image_series=1212558569","defer","L6","PCS4_220906_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","8","CN2787",NA,NA,NA,"exc","exc","L6_CT","L6_CT","L6_CT_2","L6_CT_2",0.702938692364223,0.65,1.0134060057474,52.0464994399883,8044,0.638892778004004,"n5","1.00","MCx",NA,NA
"601","QM22.26.031","M.mulatta",2022-09-06,"Cristina","NHPculture","QM22.26.031.4A.07","QM22.26.031.4A.07.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.07.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QM22.26.031/QM22.26.031.4A.07.02.pxp","M1-trunk",1950,1766,"http://lims2/drawing_tool?image_series=1212558898","defer","L5","PCS4_220906_227_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","8","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.542063228729015,0.64,0.89718411345941,46.0863334596884,7067,0.548845819360646,"n14","0.79","MCx",NA,NA
"605","QN22.26.033","M.nemestrina",2022-09-28,"Cristina","NHPculture","QM22.26.033.4A.04","QN22.26.033.4A.04.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.04.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.04.04.pxp","ITG",948,NA,"none","defer",NA,"PCS4_220929_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.564122527120757,0.33,0.95446357505322,39.4940469873076,12621,0.486360610689105,"n2","0.77","TCx","L2/3_IT","L2/3_IT"
"608","QN22.26.033","M.nemestrina",2022-09-30,"Cristina","NHPculture","QN22.26.033.4A.11","QN22.26.033.4A.11.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.11.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.11.03.pxp","STG",945,767,"http://lims2/drawing_tool?image_series=1218562612","defer","L3","PCS4_220930_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.656370572032788,0.98,0.837648334976216,46.1496896302281,7247,0.503520330308991,"L2/3_IT_1","0.98","TCx","L2/3_IT","L2/3_IT"
"611","QN22.26.033","M.nemestrina",2022-10-04,"Cristina","NHPculture","QN22.26.033.4A.07","QN22.26.033.4A.07.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.07.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.07.01.pxp","STG",1844,NA,"http://lims2/drawing_tool?image_series=1218562653","defer",NA,"PCS4_221004_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","6","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.714359696163304,1,0.969116253062043,46.7103340591028,8782,0.568785982694893,"L2/3_IT_1","1.00","TCx",NA,NA
"614","QN22.26.033","M.nemestrina",2022-10-04,"Cristina","NHPculture","QN22.26.033.4A.07","QN22.26.033.4A.07.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.07.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.033/QN22.26.033.4A.07.04.pxp","STG",1056,818,"http://lims2/drawing_tool?image_series=1218562653","candidate","L3","PCS4_221004_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","6","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.743570430230135,1,0.902813783241367,45.2558594909198,10657,0.657614673317489,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"618","QN22.26.034","M.nemestrina",2022-10-07,"Cristina","NHPculture","QN22.26.034.4A.04","QN22.26.034.4A.04.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.04.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.04.02.pxp","STG",824,534,"http://lims2/drawing_tool?image_series=1220587104","candidate","L3","PCS4_221007_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.700512223086406,1,0.954213668859393,49.9498323554465,7876,0.580052619243007,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"623","QN22.26.034","M.nemestrina",2022-10-10,"Cristina","NHPculture","QN22.26.034.4A.02","QN22.26.034.4A.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.02.02.pxp","STG",947,NA,"http://lims2/drawing_tool?image_series=1220587144","defer",NA,"PCS4_221010_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","4","uninfected",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.728531171063853,1,0.834219106911924,40.0658583902544,7469,0.530847034139638,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"629","QN22.26.034","M.nemestrina",2022-10-11,"Cristina","NHPculture","QN22.26.034.4A.05","QN22.26.034.4A.05.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.05.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.05.02.pxp","STG",802,650,"http://lims2/drawing_tool?image_series=1220587202","candidate",NA,"PCS4_221011_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","5","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.685090280966815,0.99,0.731983916493212,23.0657923211473,11435,0.424341094077764,"L2/3_IT_1","0.99","TCx","L2/3_IT","L2/3_IT"
"630","QN22.26.034","M.nemestrina",2022-10-11,"Cristina","NHPculture","QN22.26.034.4A.05","QN22.26.034.4A.05.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.05.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.05.03.pxp","STG",582,NA,"http://lims2/drawing_tool?image_series=1220587202","defer",NA,"PCS4_221011_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","5","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.58147050495351,0.44,0.564492870253776,15.8218010535501,9041,0.315678694438655,"n2","1.00","TCx",NA,NA
"634","QN22.26.034","M.nemestrina",2022-10-12,"Cristina","NHPculture","QN22.26.034.4A.06","QN22.26.034.4A.06.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.06.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.034/QN22.26.034.4A.06.02.pxp","STG",1027,NA,"http://lims2/drawing_tool?image_series=1220587242","defer",NA,"PCS4_221012_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","6","CN2787",NA,NA,NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.71619006517655,1,0.923207600519409,53.5211237748512,7123,0.607059184795547,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"655","QN22.26.037","M.nemestrina",2022-12-01,"Brian","NHPculture","QN22.26.037.4A.02","QN22.26.037.4A.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.02.02.pxp","ITG",1650,1535,"http://lims2/drawing_tool?image_series=1234035959","candidate","L5","PCS4_221201_302_A01","Patch-seq",NA,"DNQX[20uM], APV[25uM], Gabazine[5uM]",NA,NA,NA,"DNQX, APV, Gabazine","20, 25, 2","0","uninfected",NA,"none",NA,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.793499881747923,1,0.879804178287539,25.8453250310719,11587,0.676415564559258,"L5_ET_2","1.00","TCx","L5_ET","L5_ET"
"657","QN22.26.037","M.nemestrina",2022-12-01,"Brian","NHPculture","QN22.26.037.4A.02","QN22.26.037.4A.02.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.02.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.02.04.pxp","ITG",NA,1351,"http://lims2/drawing_tool?image_series=1234035959","candidate","L5","PCS4_221201_303_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","uninfected",NA,"none",NA,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.721719062655691,0.92,0.879716812753766,50.2025293034947,8436,0.570676245768195,"L5_ET_1","0.92","TCx","L5_ET","L5_ET"
"659","QN22.26.037","M.nemestrina",2022-12-01,"Cristina","NHPculture","QN22.26.037.4A.05","QN22.26.037.4A.05.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.05.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.05.02.pxp","M1-hand-wrist",565,NA,"http://lims2/drawing_tool?image_series=1234035998","defer","NaN","PCS4_221201_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.666969974910985,1,0.989021252232295,46.227406688179,8611,0.622293948082089,"L2/3_IT_3","1.00","MCx",NA,NA
"660","QN22.26.037","M.nemestrina",2022-12-01,"Cristina","NHPculture","QN22.26.037.4A.05","QN22.26.037.4A.05.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.05.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2022/QN22.26.037/QN22.26.037.4A.05.03.pxp","M1-hand-wrist",600,587,"http://lims2/drawing_tool?image_series=1234035998","http://lims2/siv?sub_image=1330838061","L3","PCS4_221201_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","1","uninfected",NA,"none",NA,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.644091950054919,0.95,0.933716082236445,44.8198130452812,7722,0.563611920694465,"L2/3_IT_3","0.95","MCx",NA,NA
