"time","instRate","protocol","percent_change","cell_name","predicted_subclass","assigned_subclass","blockers","ket","expCon","response"
-52.24196,4.60999446800664,"baseline",127.332026467335,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-52.02376,4.49357418890986,"baseline",124.116397866875,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-51.80046,4.46667857780954,"baseline",123.373517872495,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-51.57582,4.12405146816232,"baseline",113.909861354727,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-51.3325,4.03421010166209,"baseline",111.428365262604,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-51.08374,4.21017177500842,"baseline",116.288578567254,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-50.8451,3.78701810194653,"baseline",104.60070885895,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-50.58026,3.76534377588674,"baseline",104.002045264306,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-50.31358,4.33012903784533,"baseline",119.601901711675,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-50.08178,4.28742925741725,"baseline",118.4224969186,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-49.84776,4.0270618556701,"baseline",111.230924538073,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-49.59854,4.16909864087384,"baseline",115.154103148896,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-49.35774,3.96259312093834,"baseline",109.450242436576,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-49.10466,3.9032006245121,"baseline",107.809770418791,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-48.84748,4.09399819864079,"baseline",113.079764109123,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-48.60238,3.68894791205548,"baseline",101.891925561806,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-48.33044,4.06107862248213,"baseline",112.170497000058,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-48.08342,3.74784498913125,"baseline",103.518713669494,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-47.8156,3.72856077554064,"baseline",102.986067044348,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-47.54638,4.10004100041,"baseline",113.246671510022,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-47.30182,3.78931413414172,"baseline",104.664127250073,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-47.03702,4.01606425702811,"baseline",110.92716137066,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-46.7872,4.31592576607682,"baseline",119.209595085431,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-46.55466,3.58371559633028,"baseline",98.9853181669089,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-46.27472,3.71222807929319,"baseline",102.534943875916,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-46.00452,3.99872040946897,"baseline",110.448109330191,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-45.75372,3.77500943752359,"baseline",104.269019181934,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-45.48776,3.80257053768347,"baseline",105.030280558576,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-45.22396,3.35322915968077,"baseline",92.619083835069,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-44.92478,3.96542152430803,"baseline",109.528365379072,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-44.67188,4.03648986841043,"baseline",111.491334388045,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-44.42332,4.02544078576604,"baseline",111.186149188046,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-44.1742,3.58012315623657,"baseline",98.8860918705938,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-43.8939,3.68785956630771,"baseline",101.861864512813,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-43.622,3.88168620448723,"baseline",107.215523566859,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-43.36346,3.95914165808853,"baseline",109.354910053426,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-43.11004,4.04498017959712,"baseline",111.725844111699,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-42.86204,3.6007489557828,"baseline",99.455794257865,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-42.58346,4.16146483562214,"baseline",114.943250858486,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-42.3423,4.10004100041,"baseline",113.246671510022,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-42.09752,3.94290671082722,"baseline",108.906486796366,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-41.84288,3.71029979222321,"baseline",102.481682922582,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-41.5725,4.09265777195711,"baseline",113.042740367088,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-41.3275,3.74981250937453,"baseline",103.57305827694,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-41.0601,3.73580394500897,"baseline",103.186129637232,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-40.7914,3.68405540819334,"baseline",101.756790382015,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-40.5191,3.59945288316176,"baseline",99.4199956133261,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-40.24054,3.37359152553809,"baseline",93.1815099564613,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-39.94326,3.62871035633936,"baseline",100.228112276995,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-39.66674,3.84733764235149,"baseline",106.266786631634,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-39.40578,3.425126729689,"baseline",94.6049567793337,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-39.11272,3.69959304476508,"baseline",102.185953315924,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-38.84144,3.77557955146115,"baseline",104.284766221001,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-38.57572,3.84941104011086,"baseline",106.324055667466,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-38.31492,3.88228899759298,"baseline",107.23217323276,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-38.05644,3.85921580734795,"baseline",106.594871801846,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-37.7965,3.45972875726543,"baseline",95.5606946488177,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-37.50662,4.22547114003211,"baseline",116.711160235335,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-37.26924,3.67242012486228,"baseline",101.435413813053,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-36.996,4.45473984319316,"baseline",123.043759717098,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-36.77084,4.01993889692877,"baseline",111.034182269232,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-36.52114,3.94539572319104,"baseline",108.975235466323,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-36.2664,3.5729598399314,"baseline",98.6882348910042,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-35.98574,4.0154192097655,"baseline",110.909344608474,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-35.73582,3.48626411936968,"baseline",96.2936242549654,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-35.44824,3.46452328159645,"baseline",95.6931235493842,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-35.15872,3.84822596782883,"baseline",106.291322948104,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-34.898,3.8249694002448,"baseline",105.648956476799,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-34.63582,3.96919901563864,"baseline",109.632702950283,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-34.38306,4.07863610408679,"baseline",112.655449797268,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-34.13704,3.84674565317741,"baseline",106.250435379652,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-33.87618,3.69194417780403,"baseline",101.974685008101,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-33.60444,3.68867576540022,"baseline",101.884408636275,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-33.3324,3.79794910748196,"baseline",104.902632667278,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-33.06814,3.35570469798658,"baseline",92.6874603399137,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-32.7692,3.30425588157547,"baseline",91.2663996209829,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-32.46564,3.31301351709515,"baseline",91.5082930734636,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-32.16274,3.32424705804135,"baseline",91.8185731709802,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-31.86106,3.98311160678722,"baseline",110.016980726895,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-31.60906,3.34985930590915,"baseline",92.5260055651021,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-31.30956,3.43147347471004,"baseline",94.7802593552065,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-31.01736,3.82087727342198,"baseline",105.535928401705,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-30.7549,3.52038301767232,"baseline",97.2360176768791,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-30.46998,3.41390140652738,"baseline",94.2949036641208,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-30.1762,3.67080243741282,"baseline",101.390731889341,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-29.90288,3.73943609303717,"baseline",103.286452700973,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-29.63446,3.86428626632661,"baseline",106.734922255562,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-29.3747,3.59971202303816,"baseline",99.4271532803969,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-29.09582,3.25414904002603,"baseline",89.8824054060991,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-28.78778,3.3288948069241,"baseline",91.9469480069716,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-28.48626,4.13188992645236,"baseline",114.126366338709,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-28.24346,3.54836420410191,"baseline",98.008882198901,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-27.96026,3.75037503750375,"baseline",103.588595789432,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-27.69274,3.78100423472474,"baseline",104.434600655226,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-27.42732,3.63081838646431,"baseline",100.286337888658,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-27.15064,3.56760613628255,"baseline",98.5403609750063,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-26.86944,3.7913254473764,"baseline",104.719681457743,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-26.6048,3.3003300330033,"baseline",91.1579642947005,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-26.30112,3.80054727880815,"baseline",104.974396402,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-26.03722,3.56125356125356,"baseline",98.3648973692816,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-25.75532,4.01187515044532,"baseline",110.811454630884,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-25.50516,3.77786173026067,"baseline",104.347801969378,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-25.23962,3.40924587481249,"baseline",94.1663138595877,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-24.9455,3.80372765310004,"baseline",105.062241085182,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-24.6817,4.11556506708371,"baseline",113.675459631633,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-24.43794,2.58171115815563,"baseline",71.3090906730373,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-24.04966,3.45256180085624,"baseline",95.362737126413,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-23.75918,3.80257053768347,"baseline",105.030280558576,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-23.49524,3.45948937936761,"baseline",95.5540828246532,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-23.20542,3.63557042099905,"baseline",100.417593184375,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-22.92936,3.73747944386306,"baseline",103.232408361841,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-22.66076,4.13530725332892,"baseline",114.220755856812,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-22.41794,3.65657452098874,"baseline",100.997744556437,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-22.14366,3.07238540002458,"baseline",84.861936774285,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-21.81712,3.85030032342523,"baseline",106.348618440221,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-21.5566,3.24633164524088,"baseline",89.6664822143042,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-21.24766,3.01077858734269,"baseline",83.1603034301628,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-20.9148,3.75629178874615,"baseline",103.752021565977,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-20.64772,3.643252696007,"baseline",100.629784251291,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-20.37254,3.29293993677555,"baseline",90.9538434578973,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-20.06792,3.44020916471721,"baseline",95.0215466536888,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-19.7763,2.87290278096989,"baseline",79.3520546463292,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-19.42716,3.55669369753877,"baseline",98.2389499974899,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-19.14516,3.56786071071785,"baseline",98.5473925406532,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-18.86412,3.5288305455572,"baseline",97.4693456888075,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-18.57982,3.74953130858643,"baseline",103.565291268445,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-18.31206,3.62108922363847,"baseline",100.017610013377,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-18.03508,3.98025792071326,"baseline",109.938159454284,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-17.78282,4.1037426132633,"baseline",113.348913252192,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-17.5384,3.13008639038437,"baseline",86.455687934438,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-17.21814,3.77443949573488,"baseline",104.253276897767,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-16.95226,3.78186218894184,"baseline",104.458298091272,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-16.68662,3.7291169451074,"baseline",103.001428927858,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-16.4177,3.90350534780233,"baseline",107.818187139099,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-16.16058,3.57551487414188,"baseline",98.7588071413554,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-15.88002,3.36609667429649,"baseline",92.9744956957529,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
-15.5817,3.62529002320186,"baseline",100.13363972337,"QF25.26.021.20.03.01",NA,"L2/3_IT",TRUE,TRUE,"Ket-wash-in",NA
