"",score.Corr,score.Tree,class_Corr,subclass_Corr,cluster_Corr,class_Tree,subclass_Tree,cluster_Tree,cluster,cluster_score,res.index,quality_score,marker_sum_norm,Norm_Marker_Sum.0.4,contaminationType,contam_sum,Tree_call,Tree_first_cor,Tree_first_bt,Tree_second_bt,Tree_first_KL,Tree_second_KL,number_genes_CPMgt0,number_genes_CPMgt1
SM-GE5TO_S167_E1-50,0.48867665922818,0.29,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L4 IT,L4 IT_1,n72,1.00,0.461026778099949,0.276607224319739,0.536290111129497,TRUE,Microglia.PVM,0.467314469363651,PoorQ,0.48867665922818,0.42,0.2,2.78137763047391,2.79541989116495,6853,6853
SM-GE5TO_S173_E1-50,0.290908845925814,0.75,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,L2/3 IT_7,0.75,1,0.106866103138839,0.36573689647076,FALSE,Microglia.PVM,1.66549660872552,PoorQ,0.290908845925814,0.84,0.07,2.07950808496309,3.17345474108351,7055,7055
SM-GE5TO_S174_E1-50,0.214196013986106,0.6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Sncg,Sncg_2,n3,0.78,0.295753027460345,0.0903627108746119,0.241352500379451,FALSE,Microglia.PVM,1.63550293162118,PoorQ,0.214196013986106,0.32,0.14,8.03575788906423,9.15467583561478,7224,7224
SM-GE5TO_S175_E1-50,0.140017353610656,0.2,Neuronal: Glutamatergic,L5 IT,L5 IT_3,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n1,1,0,0.0821506985034145,0.292956933559308,FALSE,Microglia.PVM,1.34214621378833,PoorQ,0.140017353610656,0.44,0.14,6.19206511170411,6.30563094439468,6257,6257
SM-GE5TO_S176_E1-50,0.31557328421274,0.21,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,n73,0.73,0.568309739041446,0.215767616519575,0.325624514216838,FALSE,Microglia.PVM,0.489107091977426,PoorQ,0.31557328421274,0.27,0.21,8.11426935900565,8.57808908566175,3258,3258
SM-GE8YZ_S128_E1-50,0.292025248615958,0.54,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L6 CT,L6 CT_3,n96,0.96,0.804366365341975,0.165813334724372,0.245810419256459,FALSE,Microglia.PVM,0.142616784952528,PoorQ,0.292025248615958,0.52,0.38,1.0608526650933,2.33894738408856,2097,2097
SM-GE8YZ_S129_E1-50,0.357761847331296,0.59,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n73,0.80,0.568309739041446,0.232396492871603,0.418791962824696,TRUE,Microglia.PVM,0.920225535337436,PoorQ,0.357761847331296,0.53,0.17,3.67273492498666,4.70591194403803,5249,5249
SM-GE8YZ_S131_E1-50,0.742879976208842,0.8,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,L2/3 IT_12,0.80,1,0.40643741659103,0.899300201255888,TRUE,Microglia.PVM,0.724974663114851,I1,0.742879976208842,0.84,0.06,1.21640857055134,4.57533272858921,6143,6143
SM-GE8YZ_S133_E1-50,0.780518291595379,0.95,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.95,1,0.502511382209105,0.959045556526765,TRUE,Astrocyte,1.128484411289,PoorQ,0.780518291595379,0.29,0.25,9.28517187083204,9.54548644621902,9581,9581
SM-GE8YZ_S135_E1-50,0.334118236963934,0.33,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,n75,0.75,0.632611291147877,0.091113584965566,0.288461275016409,FALSE,Oligodendrocyte,0.815852313235968,PoorQ,0.334118236963934,0.4,0.32,1.74425352735604,2.78336031828384,3831,3831
SM-GE8YZ_S137_E1-50,0.222544307557796,0.24,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 ET,L5 ET_1,n68,0.71,0.241514582977998,0.159901655642084,0.407884482113144,TRUE,Astrocyte,0.548813607395736,PoorQ,0.222544307557796,0.2,0.15,6.5118670152653,8.5179324986522,4446,4446
SM-GE8YZ_S138_E1-50,0.704799570076531,1,Neuronal: Glutamatergic,L5 IT,L5 IT_3,Neuronal: Glutamatergic,L5 IT,L5 IT_3,L5 IT_3,1.00,1,0.443617066614436,0.850880887485337,TRUE,Microglia.PVM,0.279308797631281,Core,0.704799570076531,1,0,0.371050686792302,2.38702376358801,6238,6238
SM-GE8YZ_S140_E1-50,0.790440053125862,1,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_6,L5 IT_6,1.00,1,0.610200242336117,0.91635861822564,TRUE,Microglia.PVM,1.78292519851493,PoorQ,0.790440053125862,0.36,0.19,3.73842867190502,3.74784826027227,12841,12841
SM-GE8YZ_S141_E1-50,0.738431458479777,0.67,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_2,n90,0.97,0.754562510660072,0.496086039658017,0.946658684203793,TRUE,Microglia.PVM,2.37646494882084,PoorQ,0.738431458479777,0.12,0.11,10.434355949293,10.5223793452183,12739,12739
SM-GE8YZ_S142_E1-50,0.48206281562802,0.73,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.73,1,0.360547641872835,0.655921659866261,TRUE,Endothelial,0.264362845787119,PoorQ,0.48206281562802,0.83,0.07,1.09192999912412,3.42597885627645,6896,6896
SM-GE8YZ_S143_E1-50,0.728571678396294,0.54,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_6,n92,1.00,0.922394678492239,0.544057724576311,0.91338508417848,TRUE,Microglia.PVM,0.536129621051899,Core,0.728571678396294,0.98,0.01,0.276208498016826,2.17644292005796,8095,8095
SM-GE8YZ_S144_E1-50,0.300672213833492,0.25,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n1,1,0,0.150639383524061,0.332021987348642,FALSE,Microglia.PVM,0.196124831513115,PoorQ,0.300672213833492,0.24,0.17,5.72529401328829,6.1757266838333,3370,3370
SM-GE8YR_S154_E1-50,0.81645426432128,0.81,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.81,1,0.421530756002789,0.946167024254163,TRUE,Microglia.PVM,1.19645460752965,PoorQ,0.81645426432128,0.2,0.14,9.63186472213649,9.77720294718865,12457,12457
SM-GE8YR_S170_E1-50,0.123376046239429,0.39,Neuronal: Glutamatergic,L6 CT,L6 CT_2,Neuronal: Glutamatergic,L6 IT Car3,L6 IT Car3_3,n69,1.00,0.28927170390585,0,0.108554201598448,FALSE,Microglia.PVM,0.710980841043405,PoorQ,0.123376046239429,0.26,0.15,7.27392171093402,7.83070164448922,2864,2864
SM-GE8YR_S171_E1-50,0.224297252367779,0.43,Neuronal: Glutamatergic,L6 IT,L6 IT_1,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n73,0.97,0.568309739041446,0.177863645017695,0.284709430853554,FALSE,Microglia.PVM,0.455132173110873,PoorQ,0.224297252367779,0.75,0.12,0.44315717971646,2.90269363779208,4023,4023
SM-GE8YR_S191_E1-50,0.220233452569728,0.68,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n83,0.90,0.513559611120587,0.223909766462398,0.353223746808968,FALSE,Astrocyte,0.134711106394164,PoorQ,0.220233452569728,0.16,0.16,9.04995562643825,9.17507584253653,2514,2514
SM-GE8YI_S080_E1-50,0.826771084740224,0.52,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,n76,1.00,0.732730683950196,0.642935320644895,1.05076735304187,TRUE,Microglia.PVM,1.40665754626689,PoorQ,0.826771084740224,0.31,0.14,6.05831634783219,6.45255254158103,13604,11901
SM-GE8YI_S081_E1-50,0.238663897309566,0.12,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Pax6,Pax6_4,n2,0.78,0.163397578031725,0.154954150645904,0.516182924199758,TRUE,Microglia.PVM,1.7011713199539,PoorQ,0.238663897309566,0.31,0.19,8.80095248474203,9.54795924583146,6570,6570
SM-GE8YI_S082_E1-50,0.309317245685392,0.19,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n1,1,0,0.104370098414305,0.460352968762388,TRUE,Microglia.PVM,1.10922173359954,PoorQ,0.309317245685392,1,0,0.0569916835179367,2.28373313747406,7272,6116
SM-GE8YI_S083_E1-50,0.772986660863294,0.88,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.88,1,0.572048603538761,0.877691920897522,TRUE,Astrocyte,0.914955757729853,PoorQ,0.772986660863294,0.36,0.2,5.2962464446274,5.75814695956294,11179,9552
SM-GE8YI_S084_E1-50,0.324004516371363,0.5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L6b,L6b_5,n98,0.71,0.629029507078288,0.114643696864022,0.373799658328081,FALSE,Microglia.PVM,1.13323870421591,PoorQ,0.324004516371363,0.78,0.05,2.43313808065772,5.24180399471216,5173,5173
SM-GE8YI_S085_E1-50,0.438907907837532,0.97,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.97,1,0.216126837832277,0.514937348707988,TRUE,Microglia.PVM,1.39620011813361,PoorQ,0.438907907837532,0.93,0.07,0.0276978643538816,1.10602271445221,10398,9393
SM-GE8YI_S087_E1-50,0.716868870872431,0.98,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.98,1,0.372456008225008,0.801505563669894,TRUE,Microglia.PVM,2.3156016167732,Core,0.716868870872431,1,0,0.13272630233433,1.43504352055964,14028,12626
SM-GE8YK_S004_E1-50,0.822059670597545,1,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_2,L5 IT_2,1.00,1,0.604335848884479,1.0692342036455,TRUE,Microglia.PVM,1.02501798597499,Core,0.822059670597545,0.95,0.05,0.112147781132783,2.7086121119243,12317,10934
SM-GE8YK_S005_E1-50,0.837192114810574,1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_6,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_6,L5/6 NP_6,1.00,1,0.424755963594581,0.898661098384947,TRUE,Microglia.PVM,1.878381980131,PoorQ,0.837192114810574,0.17,0.11,9.01985101388872,9.0343038624321,12978,11732
SM-GE8YK_S011_E1-50,0.73214292880462,0.75,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.75,1,0.430500283973977,0.923294217738866,TRUE,Microglia.PVM,1.97277277915838,Core,0.73214292880462,1,0,0.0827247235991981,1.96680079208463,14248,12965
SM-GE8YK_S028_E1-50,0.807001516657548,0.72,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.72,1,0.579691172860455,0.97717953090152,TRUE,Astrocyte,1.36394263022681,PoorQ,0.807001516657548,0.2,0.14,10.2480597371291,10.2816082625413,13521,11941
SM-GE8YK_S029_E1-50,0.742942825703499,0.69,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,n77,0.92,0.83182670987549,0.459703400323343,0.88956901975737,TRUE,Microglia.PVM,2.47129872289441,I1,0.742942825703499,0.57,0.19,1.62009679946473,2.72329872313702,14931,13569
SM-GE8YK_S030_E1-50,0.793431865192873,0.59,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,n77,0.84,0.83182670987549,0.458489710736947,0.940234015773024,TRUE,Microglia.PVM,2.38619397558775,I2,0.793431865192873,0.53,0.47,1.02047363244676,1.31342347094207,13460,13460
SM-GE8YK_S031_E1-50,0.722237286278239,0.57,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n74,1.00,0.692819375746205,0.40975208137984,0.886688562975461,TRUE,Microglia.PVM,2.37272971192049,Core,0.722237286278239,1,0,0.112265784019819,3.08780826820158,14263,12782
SM-GE8YK_S032_E1-50,0.84886465878783,0.97,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,L2/3 IT_5,0.97,1,0.658455283422336,1.10832447476988,TRUE,Microglia.PVM,1.64654348948249,I1,0.84886465878783,0.72,0.17,1.23624466347696,3.03545313964174,15330,13584
SM-GE8YK_S033_E1-50,0.786819104043075,0.79,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.79,1,0.55196141127271,0.935272770878192,TRUE,Microglia.PVM,2.10883571955809,PoorQ,0.786819104043075,0.66,0.19,2.16013132721291,4.97384739320703,14901,13223
SM-GE8YK_S036_E1-50,0.73374534676252,0.68,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n73,1.00,0.568309739041446,0.406596461859488,0.857038429440621,TRUE,Microglia.PVM,1.85559876503239,PoorQ,0.73374534676252,0.67,0.19,3.42283765258293,5.27546192661545,14139,12796
SM-GE8YK_S037_E1-50,0.76596102378155,0.85,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,L2/3 IT_13,0.85,1,0.506608386649671,0.971940062586311,TRUE,Microglia.PVM,2.50768307639256,I1,0.76596102378155,0.84,0.1,0.762156853759053,3.56032628439155,16366,14629
SM-GE8YK_S047_E1-50,0.787876915210078,0.81,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_3,L2/3 IT_3,0.81,1,0.495313427946542,1.06226926893677,TRUE,Microglia.PVM,1.69950191394436,I2,0.787876915210078,0.37,0.34,0.563129699638459,1.17213181151888,12265,12265
SM-GE8YK_S048_E1-50,0.802707980246499,0.67,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,n86,0.74,0.698447893569845,0.504876848337611,1.00584338717613,TRUE,Microglia.PVM,1.66202366379014,Core,0.802707980246499,0.93,0.04,0.0964025441549622,2.55128196691483,12081,10771
SM-GE8YK_S050_E1-50,0.752332498900035,0.87,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.87,1,0.503697401483913,0.926585084942923,TRUE,Microglia.PVM,1.12647103111029,PoorQ,0.752332498900035,0.47,0.13,6.68616017087778,8.19552014315123,10336,10336
SM-GE8YK_S054_E1-50,0.763088032237063,0.85,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_3,L2/3 IT_3,0.85,1,0.498713335078358,1.00878872591165,TRUE,Microglia.PVM,1.58145014698841,PoorQ,0.763088032237063,0.33,0.28,5.54123596655321,5.74171078669059,12886,11287
SM-GE8YK_S055_E1-50,0.721432261014974,0.37,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,n78,0.94,0.791744840525328,0.477653796643301,0.949116782740592,TRUE,Microglia.PVM,1.80863256262335,I2,0.721432261014974,0.53,0.42,1.02977105367187,1.19028074858804,14643,13214
SM-GE8YK_S071_E1-50,0.528502131196697,0.39,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n73,0.91,0.568309739041446,0.392513244507457,0.743317583594778,TRUE,Astrocyte,1.37107132749378,Core,0.528502131196697,1,0,0.122158945347833,3.0512037995243,12128,10907
SM-GE8YK_S072_E1-50,0.773731882972463,0.87,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.87,1,0.624897082570166,0.938218591860924,TRUE,Endothelial,1.45672358328586,I2,0.773731882972463,0.62,0.38,0.628541518374134,1.49061117155607,14301,12479
SM-GE8YK_S074_E1-50,0.301551132194179,0.61,Neuronal: Glutamatergic,L4 IT,L4 IT_1,Neuronal: Glutamatergic,L4 IT,L4 IT_1,n1,1,0,0.215839572952171,0.50422583789338,TRUE,Microglia.PVM,0.2551319610413,PoorQ,0.301551132194179,0.23,0.19,7.38641260363056,8.21463188035511,3160,3160
SM-GE8YK_S078_E1-50,0.785725210279226,0.64,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n74,1.00,0.692819375746205,0.578265792494325,1.01363240584407,TRUE,Astrocyte,1.27503962972758,PoorQ,0.785725210279226,0.23,0.22,7.33276145471507,8.08028670720919,13210,11633
SM-GE8YK_S079_E1-50,0.747885623927955,0.62,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,n80,0.78,0.873614190687361,0.551974638088481,0.909878732826788,TRUE,Microglia.PVM,2.42482973496136,PoorQ,0.747885623927955,0.49,0.27,3.91867864892151,4.66960799784808,16348,14734
SM-GE8YK_S081_E1-50,0.741267982870441,0.74,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.74,1,0.510098390332683,0.934065404642627,TRUE,Microglia.PVM,1.75998875290237,PoorQ,0.741267982870441,0.41,0.18,5.13546701244611,5.46634758465475,14209,12512
SM-GE8YK_S085_E1-50,0.341281677024847,0.64,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L6b,L6b_2,n99,0.71,0.721132526010575,0.160227614663911,0.445872476455828,TRUE,Microglia.PVM,1.83288350764451,PoorQ,0.341281677024847,0.47,0.22,4.65673415638271,7.21723193200256,5661,5661
SM-GE8YB_S065_E1-50,0.792257919849545,0.59,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n73,1.00,0.568309739041446,0.659053453454428,0.972267600500409,TRUE,OPC,1.69838784190157,PoorQ,0.792257919849545,0.59,0.12,3.96429831706298,5.55105130099296,14541,12901
SM-GE8YB_S067_E1-50,0.746729049829958,0.99,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.99,1,0.460946055375531,0.96854625562575,TRUE,Astrocyte,1.88785786212134,I1,0.746729049829958,0.75,0.16,0.0441517850734249,3.19264398929733,13021,11624
SM-GE8YB_S069_E1-50,0.764599995660975,0.74,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.74,1,0.509187065765159,0.912111100178347,TRUE,Endothelial,0.856200506102847,PoorQ,0.764599995660975,0.22,0.21,6.73791182104347,8.4599476428618,9611,9611
SM-GE8YB_S070_E1-50,0.774690897203628,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.509110686144017,0.97898065206211,TRUE,Microglia.PVM,0.663920585329877,I3,0.774690897203628,0.39,0.21,1.26793728675347,3.56392236095872,11393,9678
SM-GE8YB_S071_E1-50,0.755457224702973,0.44,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n77,0.79,0.83182670987549,0.608491669666103,0.921016777858096,TRUE,Astrocyte,1.56513952549472,I1,0.755457224702973,0.73,0.23,0.447972052629223,1.44460076268564,12132,10565
SM-GE8YB_S078_E1-50,0.204700445385275,0.33,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: GABAergic,Pax6,Pax6_4,n1,1,0,0,0.193241277301042,FALSE,Microglia.PVM,1.03439040555706,PoorQ,0.204700445385275,0.55,0.26,0.797449357639717,1.01685113922301,5492,5492
SM-GE8YB_S081_E1-50,0.822608066624148,0.66,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_2,n90,0.81,0.754562510660072,0.611779170626216,1.03000803415528,TRUE,Microglia.PVM,1.69508980273197,Core,0.822608066624148,1,0,0.0649549723791673,3.68882941500968,14217,12922
SM-GE8YB_S084_E1-50,0.744078154719214,0.77,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_3,L2/3 IT_3,0.77,1,0.447444277203871,0.922655177173925,TRUE,Microglia.PVM,2.38188423014819,I2,0.744078154719214,0.5,0.45,1.901000181486,8.02670342039755,13824,13824
SM-GE8YB_S086_E1-50,0.798610680431598,0.77,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.77,1,0.53487148325243,0.976157465148703,TRUE,Microglia.PVM,1.74749129892665,I2,0.798610680431598,0.57,0.34,1.16545748443618,2.33022440316215,14134,12583
SM-GE8YB_S087_E1-50,0.842206812124326,0.48,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,n76,0.86,0.732730683950196,0.59506971008028,0.992815522995805,TRUE,Astrocyte,1.41412421827811,I2,0.842206812124326,0.56,0.31,0.576059703717778,2.55979663775125,13508,13508
SM-GE8YB_S088_E1-50,0.827496524980126,0.54,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,n80,0.89,0.873614190687361,0.610149806360171,1.04635668766362,TRUE,Endothelial,1.40263544044173,PoorQ,0.827496524980126,0.77,0.08,2.02047300879614,3.90220701003303,13470,11742
SM-GE8YB_S089_E1-50,0.758444947008266,0.59,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,n79,0.91,0.813406106089033,0.478885936486206,0.94566429476599,TRUE,Endothelial,1.11487443927415,I1,0.758444947008266,0.72,0.15,1.83546620289012,3.40701935387991,11194,11194
SM-GE8YB_S090_E1-50,0.830102716373203,1,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,1.00,1,0.558148631383973,0.934239193515433,TRUE,Microglia.PVM,0.785529190369561,I1,0.830102716373203,0.78,0.07,1.98932486300671,4.82822393434678,10770,9358
SM-GE8YB_S091_E1-50,0.777729876055178,0.39,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,n78,0.73,0.791744840525328,0.594900222585488,0.979139479126839,TRUE,Endothelial,1.3415201341892,PoorQ,0.777729876055178,0.3,0.25,3.54901274594165,4.9321535845896,11793,11793
SM-GE8YB_S094_E1-50,0.8383349352101,1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_1,L5/6 NP_1,1.00,1,0.418286772229639,0.783942742021158,TRUE,Microglia.PVM,1.95631353956173,PoorQ,0.8383349352101,0.34,0.33,2.00497264612851,3.41438227005855,13596,12344
SM-GE8YF_S002_E1-50,0.700693718878206,0.58,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_12,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,n78,1.00,0.791744840525328,0.423679794668503,0.879064651385547,TRUE,Microglia.PVM,2.32733846382349,I1,0.700693718878206,0.83,0.16,0.0211413941385815,0.806500880083789,13827,13827
SM-GE8YF_S003_E1-50,0.8419133678812,1,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,1.00,1,0.565665809834706,1.06945676404696,TRUE,Endothelial,0.777029963259958,PoorQ,0.8419133678812,0.38,0.26,7.98864038206155,8.25823817062708,10550,10550
SM-GE8YF_S006_E1-50,0.836228061822681,0.73,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,L2/3 IT_2,0.73,1,0.558104796258523,0.992168132857617,TRUE,Astrocyte,1.1146653650638,PoorQ,0.836228061822681,0.2,0.16,3.91162875372302,4.62456890434588,12357,12357
SM-GE8YF_S008_E1-50,0.798353994378225,0.96,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,L5 IT_7,0.96,1,0.550404885815734,1.06121701112015,TRUE,Microglia.PVM,1.51435129130501,PoorQ,0.798353994378225,0.34,0.17,3.17660513138255,3.55417397094675,12897,12897
SM-GE8YF_S009_E1-50,0.823798480605404,1,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_2,L5 IT_2,1.00,1,0.504511386350473,0.974704969108839,TRUE,Microglia.PVM,1.37027319526611,PoorQ,0.823798480605404,0.22,0.21,7.00135255151393,8.65749244002221,12387,11028
SM-GE8YF_S010_E1-50,0.745136580340887,1,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_2,L5 IT_2,1.00,1,0.48169141916305,0.936253203842328,TRUE,Microglia.PVM,1.86769238157775,PoorQ,0.745136580340887,0.38,0.11,6.7459266214674,6.92547665199538,10281,10281
SM-GE8YF_S019_E1-50,0.149749793156774,0.41,Neuronal: Glutamatergic,L6 CT,L6 CT_2,Neuronal: Glutamatergic,L6 IT,L6 IT_1,n1,1,0,0.10572818205802,0.285445743597871,FALSE,Astrocyte,0.817936674673933,PoorQ,0.149749793156774,0.62,0.38,1.34941416246193,1.38796140594642,4603,4603
SM-GE95M_S015_E1-50,0.666360683789101,0.82,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_13,L2/3 IT_13,0.82,1,0.555070244386578,0.885508546765226,TRUE,VLMC,1.36376540430669,PoorQ,0.666360683789101,0.68,0.2,4.30877453066501,6.61205977341041,13186,11707
